	ordinal	filename	word	IPA	tokenised	qichwa	english	spanish
205	206	ar.csv	ولغسق	/waliɣasaq/	['w', 'a', 'l', 'i', 'ɣ', 'a', 's', 'a', 'q']	walikasaq	And to dusk	y al anochecer
206	207	ar.csv	ولغلس	/waliɣalas/	['w', 'a', 'l', 'i', 'ɣ', 'a', 'l', 'a', 's']	walikalas	And to glass	y al vidrio
207	208	ar.csv	ولغلم	/waliɣalim/	['w', 'a', 'l', 'i', 'ɣ', 'a', 'l', 'i', 'm']	walikalim	And for a boy	y para un chico
208	209	ar.csv	ولغمش	/waliɣamaʃ/	['w', 'a', 'l', 'i', 'ɣ', 'a', 'm', 'a', 'ʃ']	walikamash	And for a game	y por un juego
209	210	ar.csv	ولقسس	/waliqusus/	['w', 'a', 'l', 'i', 'q', 'u', 's', 'u', 's']	waliqusus	And for pastors	y para los pastores
210	211	ar.csv	ولقلل	/waliqulal/	['w', 'a', 'l', 'i', 'q', 'u', 'l', 'a', 'l']	waliqulal	And to reduce	y para reducir
211	212	ar.csv	ولقلم	/waliqalam/	['w', 'a', 'l', 'i', 'q', 'a', 'l', 'a', 'm']	waliqalam	And for a pen	y por un bolígrafo
212	213	ar.csv	ولقمم	/waliqimam/	['w', 'a', 'l', 'i', 'q', 'i', 'm', 'a', 'm']	waliqimam	and for tops	y para tapas
213	214	ar.csv	ولقنم	/waliqanam/	['w', 'a', 'l', 'i', 'q', 'a', 'n', 'a', 'm']	waliqanam	And to feed	y para alimentar
214	215	ar.csv	ولقنن	/waliqunan/	['w', 'a', 'l', 'i', 'q', 'u', 'n', 'a', 'n']	waliqunan	And legalized	y legalizado
215	216	ar.csv	ولكتن	/walikatan/	['w', 'a', 'l', 'i', 'k', 'a', 't', 'a', 'n']	walikatan	And you are	Y usted es
216	217	ar.csv	ولكثث	/walikaθaθ/	['w', 'a', 'l', 'i', 'k', 'a', 'θ', 'a', 'θ']	walikathath	And for a lot	y por mucho
217	218	ar.csv	ولكمش	/walikamiʃ/	['w', 'a', 'l', 'i', 'k', 'a', 'm', 'i', 'ʃ']	walikamish	And to shrink	y para encoger
218	219	ar.csv	ولمهق	/walimahaq/	['w', 'a', 'l', 'i', 'm', 'a', 'h', 'a', 'q']	walimahaq	and albinism	y albinismo
219	220	ar.csv	ولن	/walan/	['w', 'a', 'l', 'a', 'n']	walan	And it won&#39;t	y no lo hará
220	221	ar.csv	ولنثق	/walinaθiq/	['w', 'a', 'l', 'i', 'n', 'a', 'θ', 'i', 'q']	walinathiq	And let&#39;s trust	y confiemos
221	222	ar.csv	ولنل	/walinal/	['w', 'a', 'l', 'i', 'n', 'a', 'l']	walinal	And let&#39;s get it	y vamos a conseguirlo
222	223	ar.csv	ولنلس	/walinalis/	['w', 'a', 'l', 'i', 'n', 'a', 'l', 'i', 's']	walinalis	And let&#39;s not	y no
223	224	ar.csv	ولنمق	/walinamiq/	['w', 'a', 'l', 'i', 'n', 'a', 'm', 'i', 'q']	walinamiq	And let&#39;s gossip	y vamos a cotillear
224	225	ar.csv	ولهق	/walahiqa/	['w', 'a', 'l', 'a', 'h', 'i', 'q', 'a']	walahiqa	And catch up	y ponerse al día
225	226	ar.csv	ولهلل	/walihalal/	['w', 'a', 'l', 'i', 'h', 'a', 'l', 'a', 'l']	walihalal	And for God&#39;s sake	y por el amor de dios
226	227	ar.csv	ولهمم	/walihimam/	['w', 'a', 'l', 'i', 'h', 'i', 'm', 'a', 'm']	walihimam	And to them	y a ellos
227	228	ar.csv	ولهنم	/walihanam/	['w', 'a', 'l', 'i', 'h', 'a', 'n', 'a', 'm']	walihanam	And for them	y para ellos
228	229	ar.csv	ولوتن	/waliwutun/	['w', 'a', 'l', 'i', 'w', 'u', 't', 'u', 'n']	waliwutun	and Luton	y Luton
229	230	ar.csv	ولوثق	/waliwuθuq/	['w', 'a', 'l', 'i', 'w', 'u', 'θ', 'u', 'q']	waliwuthuq	And documented	y documentado
230	231	ar.csv	ولوثل	/waliwaθal/	['w', 'a', 'l', 'i', 'w', 'a', 'θ', 'a', 'l']	waliwathal	And Loothel	y Loothel
231	232	ar.csv	ولوشق	/waliwaʃaq/	['w', 'a', 'l', 'i', 'w', 'a', 'ʃ', 'a', 'q']	waliwashaq	and a lynx	y un lince
232	233	ar.csv	ولوشل	/waliwaʃal/	['w', 'a', 'l', 'i', 'w', 'a', 'ʃ', 'a', 'l']	waliwashal	lolchel	jajaja
233	234	ar.csv	ولوهل	/waliwahal/	['w', 'a', 'l', 'i', 'w', 'a', 'h', 'a', 'l']	waliwahal	Lol	Jajaja
234	235	ar.csv	وملخ	/wamalaxa/	['w', 'a', 'm', 'a', 'l', 'a', 'x', 'a']	wamalaka	and Malakh	y Malakh
235	236	ar.csv	ومهك	/wamahaka/	['w', 'a', 'm', 'a', 'h', 'a', 'k', 'a']	wamahaka	And Mahk	y mahk
236	237	ar.csv	ونثق	/wanaθiq/	['w', 'a', 'n', 'a', 'θ', 'i', 'q']	wanathiq	And we trust	y confiamos
237	238	ar.csv	ونل	/wanal/	['w', 'a', 'n', 'a', 'l']	wanal	won	ganado
238	239	ar.csv	ونلس	/wanalis/	['w', 'a', 'n', 'a', 'l', 'i', 's']	wanalis	Unless	A menos que
239	240	ar.csv	ونهق	/wanahaqa/	['w', 'a', 'n', 'a', 'h', 'a', 'q', 'a']	wanahaqa	he brayed	él rebuznó
240	241	ar.csv	وهمم	/wahimam/	['w', 'a', 'h', 'i', 'm', 'a', 'm']	wahimam	And hmm	Y mmm
241	242	ar.csv	يثق	/jaθiq/	['j', 'a', 'θ', 'i', 'q']	yathiq	trust	confianza
242	243	ar.csv	يخ	/jax/	['j', 'a', 'x']	yak	Yeh	si
243	244	ar.csv	يسس	/jasus/	['j', 'a', 's', 'u', 's']	yasus	Yessss	siiii
244	245	ar.csv	يق	/jaq/	['j', 'a', 'q']	yaq	yaq	Yaq
245	246	ar.csv	يقق	/jaquq/	['j', 'a', 'q', 'u', 'q']	yaquq	yeah yeah	sí, sí
246	247	ar.csv	يل	/jal/	['j', 'a', 'l']	yal	Yell	Gritar
247	248	ar.csv	يلث	/jaluθ/	['j', 'a', 'l', 'u', 'θ']	yaluth	lith	lito
248	249	ar.csv	يمق	/jamiq/	['j', 'a', 'm', 'i', 'q']	yamiq	it sucks	apesta
249	250	ar.csv	ين	/jin/	['j', 'i', 'n']	yin	yen	yen
250	1	de.csv	ab	/ap/	['a', 'p']	ap	away	lejos
251	2	de.csv	all	/al/	['a', 'l']	al	Alles	Todos
252	3	de.csv	am	/am/	['a', 'm']	am	at the	en el
253	4	de.csv	Ami	/ˈami/	['a', 'm', 'i']	ami	Amy	amy
254	5	de.csv	ca	/ˈkɑ/	['k', 'ɑ']	ka	approx	aprox.
255	6	de.csv	chic	/ʃɪk/	['ʃ', 'ɪ', 'k']	shik	chic	elegante
256	7	de.csv	Citys	/ˈsɪtis/	['s', 'ɪ', 't', 'i', 's']	sitis	city	ciudad
257	8	de.csv	City	/ˈsɪti/	['s', 'ɪ', 't', 'i']	siti	City	Ciudad
258	9	de.csv	Haschisch	/ˈhaʃɪʃ/	['h', 'a', 'ʃ', 'ɪ', 'ʃ']	hashish	hashish	hachís
259	10	de.csv	hinab	/hɪˈnap/	['h', 'ɪ', 'n', 'a', 'p']	hinap	down	abajo
260	11	de.csv	hinan	/hɪˈnan/	['h', 'ɪ', 'n', 'a', 'n']	hinan	up	arriba
261	12	de.csv	hin	/hɪn/	['h', 'ɪ', 'n']	hin	there	allá
262	13	de.csv	im	/ɪm/	['ɪ', 'm']	im	in the	en el
263	14	de.csv	Jahn	/ˈjɑn/	['j', 'ɑ', 'n']	yan	jah	jaja
264	15	de.csv	Jan	/jan/	['j', 'a', 'n']	yan	Jan	Ene
265	16	de.csv	Junis	/ˈjunɪs/	['j', 'u', 'n', 'ɪ', 's']	yunis	Junes	junios
266	17	de.csv	Jutta	/ˈjʊtɑ/	['j', 'ʊ', 't', 'ɑ']	yuta	Jutta	Jutta
267	18	de.csv	Juttas	/ˈjʊtɑs/	['j', 'ʊ', 't', 'ɑ', 's']	yutas	Juttas	jutas
268	19	de.csv	kahl	/ˈkɑl/	['k', 'ɑ', 'l']	kal	bald	calvo
269	20	de.csv	Kamm	/kam/	['k', 'a', 'm']	kam	Comb	Peine
270	21	de.csv	Kanal	/ˈkanal/	['k', 'a', 'n', 'a', 'l']	kanal	channel	canal
271	22	de.csv	kann	/kan/	['k', 'a', 'n']	kan	can	poder
272	23	de.csv	Kap	/kap/	['k', 'a', 'p']	kap	cape	capa
273	24	de.csv	Karajan	/kɑɾɑˈjan/	['k', 'ɑ', 'ɾ', 'ɑ', 'j', 'a', 'n']	karayan	Karajan	Karaján
274	25	de.csv	Katharina	/ˈkatɑɾinɑ/	['k', 'a', 't', 'ɑ', 'ɾ', 'i', 'n', 'ɑ']	katarina	Catherine	catalina
275	26	de.csv	Katharinas	/ˈkatɑɾinɑs/	['k', 'a', 't', 'ɑ', 'ɾ', 'i', 'n', 'ɑ', 's']	katarinas	Catherine	catalina
276	27	de.csv	Kattun	/ˈkatun/	['k', 'a', 't', 'u', 'n']	katun	calico	calicó
277	28	de.csv	Kinn	/kɪn/	['k', 'ɪ', 'n']	kin	chin	mentón
278	29	de.csv	Kuckuck	/ˈkʊkʊk/	['k', 'ʊ', 'k', 'ʊ', 'k']	kukuk	cuckoo	cuco
279	30	de.csv	lach	/ˈlax/	['l', 'a', 'x']	lak	laugh	reír
280	31	de.csv	Lack	/lak/	['l', 'a', 'k']	lak	paint	pintar
281	32	de.csv	Lahr	/ˈlɑɾ/	['l', 'ɑ', 'ɾ']	lar	lahr	lahr
282	33	de.csv	Lamm	/lam/	['l', 'a', 'm']	lam	lamb	cordero
283	34	de.csv	lass	/las/	['l', 'a', 's']	las	let	dejar
284	35	de.csv	mach	/max/	['m', 'a', 'x']	mak	do	hacer
285	36	de.csv	Mama	/ˈmama/	['m', 'a', 'm', 'a']	mama	mummy	momia
286	37	de.csv	Manhattan	/manatan/	['m', 'a', 'n', 'a', 't', 'a', 'n']	manatan	Manhattan	manhattan
287	38	de.csv	man	/man/	['m', 'a', 'n']	man	man	hombre
288	39	de.csv	Mick	/ˈmɪk/	['m', 'ɪ', 'k']	mik	mick	mick
289	40	de.csv	Minis	/ˈminɪs/	['m', 'i', 'n', 'ɪ', 's']	minis	minis	minis
290	41	de.csv	miss	/mɪs/	['m', 'ɪ', 's']	mis	miss	extrañar
291	42	de.csv	Muschi	/ˈmʊʃi/	['m', 'ʊ', 'ʃ', 'i']	mushi	pussy	coño
292	43	de.csv	muss	/mʊs/	['m', 'ʊ', 's']	mus	must	debe
293	44	de.csv	Mutti	/ˈmʊti/	['m', 'ʊ', 't', 'i']	muti	mom	mamá
294	45	de.csv	nahm	/ˈnɑm/	['n', 'ɑ', 'm']	nam	took	tomó
295	46	de.csv	nass	/nas/	['n', 'a', 's']	nas	wet	húmedo
296	47	de.csv	Nuss	/nʊs/	['n', 'ʊ', 's']	nus	nut	tuerca
297	48	de.csv	Panamakanal	/pɑnɑmɑˈkanal/	['p', 'ɑ', 'n', 'ɑ', 'm', 'ɑ', 'k', 'a', 'n', 'a', 'l']	panamakanal	Panama Canal	canal de Panama
298	49	de.csv	Papa	/ˈpapa/	['p', 'a', 'p', 'a']	papa	father	padre
299	50	de.csv	Papi	/ˈpapi/	['p', 'a', 'p', 'i']	papi	daddy	papá
300	51	de.csv	Pascha	/ˈpaʃɑ/	['p', 'a', 'ʃ', 'ɑ']	pasha	pascha	pascha
301	52	de.csv	Pass	/pas/	['p', 'a', 's']	pas	passport	pasaporte
302	53	de.csv	pi	/ˈpi/	['p', 'i']	pi	pi	Pi
303	54	de.csv	rasch	/ˈɾaʃ/	['ɾ', 'a', 'ʃ']	rash	quickly	rápidamente
304	55	de.csv	Ruck	/ˈɾʊk/	['ɾ', 'ʊ', 'k']	ruk	shock	choque
305	56	de.csv	Ruhm	/ˈɾum/	['ɾ', 'u', 'm']	rum	Fame	Fama
306	57	de.csv	Schach	/ˈʃax/	['ʃ', 'a', 'x']	shak	Chess	Ajedrez
307	58	de.csv	Schahs	/ˈʃɑs/	['ʃ', 'ɑ', 's']	shas	Shahs	Shahs
308	59	de.csv	schal	/ʃal/	['ʃ', 'a', 'l']	shal	scarf	bufanda
309	60	de.csv	Schuhs	/ˈʃus/	['ʃ', 'u', 's']	shus	shoe	zapato
310	61	de.csv	Schuss	/ʃʊs/	['ʃ', 'ʊ', 's']	shus	shot	disparo
311	62	de.csv	Tick	/ˈtɪk/	['t', 'ɪ', 'k']	tik	Tick	Garrapata
312	63	de.csv	Tisch	/ˈtɪʃ/	['t', 'ɪ', 'ʃ']	tish	Table	Mesa
313	64	de.csv	Tunis	/ˈtunɪs/	['t', 'u', 'n', 'ɪ', 's']	tunis	Tunis	Túnez
314	65	de.csv	Tusch	/tʊʃ/	['t', 'ʊ', 'ʃ']	tush	fanfare	trompeteo
315	66	de.csv	um	/ʊm/	['ʊ', 'm']	um	around	alrededor
316	1	en_UK.csv	alley	/ˈæli/	['æ', 'l', 'i']	ali	alley	callejón
317	2	en_UK.csv	amice	/ˈæmɪs/	['æ', 'm', 'ɪ', 's']	amis	amice	amito
318	3	en_UK.csv	amie	/ˈæmi/	['æ', 'm', 'i']	ami	amie	amigo
319	4	en_UK.csv	amity	/ˈæmɪti/	['æ', 'm', 'ɪ', 't', 'i']	amiti	amity	amistad
320	5	en_UK.csv	amyl	/ˈæmɪl/	['æ', 'm', 'ɪ', 'l']	amil	amyl	amilo
321	6	en_UK.csv	ani	/ˈæni/	['æ', 'n', 'i']	ani	ani	y yo
322	7	en_UK.csv	anil	/ˈænɪl/	['æ', 'n', 'ɪ', 'l']	anil	anil	añil
323	8	en_UK.csv	anise	/ˈænɪs/	['æ', 'n', 'ɪ', 's']	anis	anise	anís
324	9	en_UK.csv	ash	/ˈæʃ/	['æ', 'ʃ']	ash	ash	ceniza
325	10	en_UK.csv	ashy	/ˈæʃi/	['æ', 'ʃ', 'i']	ashi	ashy	ceniciento
326	11	en_UK.csv	attic	/ˈætɪk/	['æ', 't', 'ɪ', 'k']	atik	attic	ático
327	12	en_UK.csv	cache	/kˈæʃ/	['k', 'æ', 'ʃ']	kash	cache	cache
328	13	en_UK.csv	cam	/kˈæm/	['k', 'æ', 'm']	kam	cam	leva
329	14	en_UK.csv	can	/kˈæn/	['k', 'æ', 'n']	kan	can	poder
330	15	en_UK.csv	cannily	/kˈænɪli/	['k', 'æ', 'n', 'ɪ', 'l', 'i']	kanili	cannily	astutamente
331	16	en_UK.csv	canny	/kˈæni/	['k', 'æ', 'n', 'i']	kani	canny	astuto
332	17	en_UK.csv	cap	/kˈæp/	['k', 'æ', 'p']	kap	cap	gorra
333	18	en_UK.csv	cash	/kˈæʃ/	['k', 'æ', 'ʃ']	kash	cash	dinero
334	19	en_UK.csv	cassis	/kˈæsɪs/	['k', 'æ', 's', 'ɪ', 's']	kasis	cassis	casis
335	20	en_UK.csv	catty	/kˈæti/	['k', 'æ', 't', 'i']	kati	catty	malicioso
336	21	en_UK.csv	cinematic	/sˌɪnɪmˈætɪk/	['s', 'ɪ', 'n', 'ɪ', 'm', 'æ', 't', 'ɪ', 'k']	sinimatik	cinematic	cinematográfico
337	22	en_UK.csv	cine	/sˈɪn/	['s', 'ɪ', 'n']	sin	cine	cine
338	23	en_UK.csv	city	/sˈɪti/	['s', 'ɪ', 't', 'i']	siti	city	ciudad
339	24	en_UK.csv	cookie	/kˈʊki/	['k', 'ʊ', 'k', 'i']	kuki	cookie	Galleta
340	25	en_UK.csv	cook	/kˈʊk/	['k', 'ʊ', 'k']	kuk	cook	cocinar
341	26	en_UK.csv	cooky	/kˈʊki/	['k', 'ʊ', 'k', 'i']	kuki	cooky	moza simpática
342	27	en_UK.csv	cushy	/kˈʊʃi/	['k', 'ʊ', 'ʃ', 'i']	kushi	cushy	fácil
343	28	en_UK.csv	cwm	/kˈʊm/	['k', 'ʊ', 'm']	kum	cwm	cwm
344	29	en_UK.csv	cynic	/sˈɪnɪk/	['s', 'ɪ', 'n', 'ɪ', 'k']	sinik	cynic	cínico
345	30	en_UK.csv	gnash	/nˈæʃ/	['n', 'æ', 'ʃ']	nash	gnash	rechinar
346	31	en_UK.csv	hack	/hˈæk/	['h', 'æ', 'k']	hak	hack	cortar a tajos
347	32	en_UK.csv	hakim	/hˈækɪm/	['h', 'æ', 'k', 'ɪ', 'm']	hakim	hakim	hakim
348	33	en_UK.csv	ham	/hˈæm/	['h', 'æ', 'm']	ham	ham	jamón
349	34	en_UK.csv	hammy	/hˈæmi/	['h', 'æ', 'm', 'i']	hami	hammy	Hammy
350	35	en_UK.csv	hap	/hˈæp/	['h', 'æ', 'p']	hap	hap	tener suerte
351	36	en_UK.csv	happily	/hˈæpɪli/	['h', 'æ', 'p', 'ɪ', 'l', 'i']	hapili	happily	felizmente
352	37	en_UK.csv	happy	/hˈæpi/	['h', 'æ', 'p', 'i']	hapi	happy	feliz
353	38	en_UK.csv	hash	/hˈæʃ/	['h', 'æ', 'ʃ']	hash	hash	picadillo
354	39	en_UK.csv	hashish	/hˈæʃɪʃ/	['h', 'æ', 'ʃ', 'ɪ', 'ʃ']	hashish	hashish	hachís
355	40	en_UK.csv	hath	/hˈæθ/	['h', 'æ', 'θ']	hath	hath	tiene
356	41	en_UK.csv	hic	/hˈɪk/	['h', 'ɪ', 'k']	hik	hic	hipo
357	42	en_UK.csv	hickey	/hˈɪki/	['h', 'ɪ', 'k', 'i']	hiki	hickey	coso
358	43	en_UK.csv	hick	/hˈɪk/	['h', 'ɪ', 'k']	hik	hick	paleto
359	44	en_UK.csv	hill	/hˈɪl/	['h', 'ɪ', 'l']	hil	hill	colina
360	45	en_UK.csv	hilly	/hˈɪli/	['h', 'ɪ', 'l', 'i']	hili	hilly	montañoso
361	46	en_UK.csv	him	/hˈɪm/	['h', 'ɪ', 'm']	him	him	a él
362	47	en_UK.csv	hin	/hˈɪn/	['h', 'ɪ', 'n']	hin	hin	hin
363	48	en_UK.csv	hinny	/hˈɪni/	['h', 'ɪ', 'n', 'i']	hini	hinny	burdégano
364	49	en_UK.csv	hip	/hˈɪp/	['h', 'ɪ', 'p']	hip	hip	cadera
365	50	en_UK.csv	hippie	/hˈɪpi/	['h', 'ɪ', 'p', 'i']	hipi	hippie	hippie
366	51	en_UK.csv	hippy	/hˈɪpi/	['h', 'ɪ', 'p', 'i']	hipi	hippy	hippy
367	52	en_UK.csv	hiss	/hˈɪs/	['h', 'ɪ', 's']	his	hiss	silbido
368	53	en_UK.csv	hookey	/hˈʊki/	['h', 'ʊ', 'k', 'i']	huki	hookey	anzuelo
369	54	en_UK.csv	hook	/hˈʊk/	['h', 'ʊ', 'k']	huk	hook	gancho
370	55	en_UK.csv	hooky	/hˈʊki/	['h', 'ʊ', 'k', 'i']	huki	hooky	enganchado
371	56	en_UK.csv	hymn	/hˈɪm/	['h', 'ɪ', 'm']	him	hymn	himno
372	57	en_UK.csv	ill	/ˈɪl/	['ɪ', 'l']	il	ill	enfermo
373	58	en_UK.csv	imam	/ɪmˈæm/	['ɪ', 'm', 'æ', 'm']	imam	imam	imán
374	59	en_UK.csv	inanity	/ɪnˈænɪti/	['ɪ', 'n', 'æ', 'n', 'ɪ', 't', 'i']	inaniti	inanity	inanidad
375	60	en_UK.csv	in	/ˈɪn/	['ɪ', 'n']	in	in	en
376	61	en_UK.csv	inn	/ˈɪn/	['ɪ', 'n']	in	inn	Posada
377	62	en_UK.csv	italic	/ɪtˈælɪk/	['ɪ', 't', 'æ', 'l', 'ɪ', 'k']	italik	italic	itálico
378	63	en_UK.csv	kaki	/kˈæki/	['k', 'æ', 'k', 'i']	kaki	kaki	kaki
379	64	en_UK.csv	kick	/kˈɪk/	['k', 'ɪ', 'k']	kik	kick	patada
380	65	en_UK.csv	kicky	/kˈɪki/	['k', 'ɪ', 'k', 'i']	kiki	kicky	patada
381	66	en_UK.csv	killick	/kˈɪlɪk/	['k', 'ɪ', 'l', 'ɪ', 'k']	kilik	killick	matar
382	67	en_UK.csv	kill	/kˈɪl/	['k', 'ɪ', 'l']	kil	kill	matar
383	68	en_UK.csv	kin	/kˈɪn/	['k', 'ɪ', 'n']	kin	kin	familiares
384	69	en_UK.csv	kip	/kˈɪp/	['k', 'ɪ', 'p']	kip	kip	dormir
385	70	en_UK.csv	kish	/kˈɪʃ/	['k', 'ɪ', 'ʃ']	kish	kish	kish
386	71	en_UK.csv	kiss	/kˈɪs/	['k', 'ɪ', 's']	kis	kiss	beso
387	72	en_UK.csv	kith	/kˈɪθ/	['k', 'ɪ', 'θ']	kith	kith	pariente
388	73	en_UK.csv	kitty	/kˈɪti/	['k', 'ɪ', 't', 'i']	kiti	kitty	gatito
389	74	en_UK.csv	knack	/nˈæk/	['n', 'æ', 'k']	nak	knack	maña
390	75	en_UK.csv	knap	/nˈæp/	['n', 'æ', 'p']	nap	knap	golpear
391	76	en_UK.csv	knish	/nˈɪʃ/	['n', 'ɪ', 'ʃ']	nish	knish	knish
392	77	en_UK.csv	lackey	/lˈæki/	['l', 'æ', 'k', 'i']	laki	lackey	lacayo
393	78	en_UK.csv	lack	/lˈæk/	['l', 'æ', 'k']	lak	lack	falta
394	79	en_UK.csv	lac	/lˈæk/	['l', 'æ', 'k']	lak	lac	laca
395	80	en_UK.csv	lakh	/lˈæk/	['l', 'æ', 'k']	lak	lakh	lakh
396	81	en_UK.csv	la	/lˈæ/	['l', 'æ']	la	la	la
397	82	en_UK.csv	lamb	/lˈæm/	['l', 'æ', 'm']	lam	lamb	cordero
398	83	en_UK.csv	lam	/lˈæm/	['l', 'æ', 'm']	lam	lam	justicia
399	84	en_UK.csv	lapin	/lˈæpɪn/	['l', 'æ', 'p', 'ɪ', 'n']	lapin	lapin	lapin
400	85	en_UK.csv	lap	/lˈæp/	['l', 'æ', 'p']	lap	lap	regazo
401	86	en_UK.csv	lash	/lˈæʃ/	['l', 'æ', 'ʃ']	lash	lash	latigazo
402	87	en_UK.csv	lassie	/lˈæsi/	['l', 'æ', 's', 'i']	lasi	lassie	muchacha
403	88	en_UK.csv	lass	/lˈæs/	['l', 'æ', 's']	las	lass	muchacha
404	89	en_UK.csv	lattice	/lˈætɪs/	['l', 'æ', 't', 'ɪ', 's']	latis	lattice	enrejado
405	90	en_UK.csv	lick	/lˈɪk/	['l', 'ɪ', 'k']	lik	lick	lamer
406	91	en_UK.csv	lily	/lˈɪli/	['l', 'ɪ', 'l', 'i']	lili	lily	lirio
407	92	en_UK.csv	limb	/lˈɪm/	['l', 'ɪ', 'm']	lim	limb	miembro
408	93	en_UK.csv	limy	/lˈɪmi/	['l', 'ɪ', 'm', 'i']	limi	limy	calcáreo
409	94	en_UK.csv	linen	/lˈɪnɪn/	['l', 'ɪ', 'n', 'ɪ', 'n']	linin	linen	lino
410	95	en_UK.csv	linn	/lˈɪn/	['l', 'ɪ', 'n']	lin	linn	Linn
411	96	en_UK.csv	lip	/lˈɪp/	['l', 'ɪ', 'p']	lip	lip	labio
412	97	en_UK.csv	lippy	/lˈɪpi/	['l', 'ɪ', 'p', 'i']	lipi	lippy	labios
413	98	en_UK.csv	lis	/lˈɪs/	['l', 'ɪ', 's']	lis	lis	lis
414	99	en_UK.csv	lithic	/lˈɪθɪk/	['l', 'ɪ', 'θ', 'ɪ', 'k']	lithik	lithic	lítico
415	100	en_UK.csv	look	/lˈʊk/	['l', 'ʊ', 'k']	luk	look	mirar
416	101	en_UK.csv	lytic	/lˈɪtɪk/	['l', 'ɪ', 't', 'ɪ', 'k']	litik	lytic	lítico
417	102	en_UK.csv	macaque	/mˈækæk/	['m', 'æ', 'k', 'æ', 'k']	makak	macaque	macaco
418	103	en_UK.csv	mack	/mˈæk/	['m', 'æ', 'k']	mak	mack	mack
419	104	en_UK.csv	mac	/mˈæk/	['m', 'æ', 'k']	mak	mac	Mac
420	105	en_UK.csv	malice	/mˈælɪs/	['m', 'æ', 'l', 'ɪ', 's']	malis	malice	malicia
421	106	en_UK.csv	mall	/mˈæl/	['m', 'æ', 'l']	mal	mall	centro comercial
422	107	en_UK.csv	mam	/mˈæm/	['m', 'æ', 'm']	mam	mam	mamá
423	108	en_UK.csv	mammy	/mˈæmi/	['m', 'æ', 'm', 'i']	mami	mammy	mamita
424	109	en_UK.csv	manic	/mˈænɪk/	['m', 'æ', 'n', 'ɪ', 'k']	manik	manic	maníaco
425	110	en_UK.csv	man	/mˈæn/	['m', 'æ', 'n']	man	man	hombre
426	111	en_UK.csv	mannikin	/mˈænɪkˌɪn/	['m', 'æ', 'n', 'ɪ', 'k', 'ɪ', 'n']	manikin	mannikin	maniquí
427	112	en_UK.csv	mannish	/mˈænɪʃ/	['m', 'æ', 'n', 'ɪ', 'ʃ']	manish	mannish	varonil
428	113	en_UK.csv	map	/mˈæp/	['m', 'æ', 'p']	map	map	mapa
429	114	en_UK.csv	mashie	/mˈæʃi/	['m', 'æ', 'ʃ', 'i']	mashi	mashie	mashie
430	115	en_UK.csv	mash	/mˈæʃ/	['m', 'æ', 'ʃ']	mash	mash	mezcla
431	116	en_UK.csv	mas	/mˈæs/	['m', 'æ', 's']	mas	mas	más
432	117	en_UK.csv	mass	/mˈæs/	['m', 'æ', 's']	mas	mass	masa
433	118	en_UK.csv	massy	/mˈæsi/	['m', 'æ', 's', 'i']	masi	massy	sólido
434	119	en_UK.csv	mathematic	/mˌæθɪmˈætɪk/	['m', 'æ', 'θ', 'ɪ', 'm', 'æ', 't', 'ɪ', 'k']	mathimatik	mathematic	matemático
435	120	en_UK.csv	math	/mˈæθ/	['m', 'æ', 'θ']	math	math	matemáticas
436	121	en_UK.csv	matin	/mˈætɪn/	['m', 'æ', 't', 'ɪ', 'n']	matin	matin	matinal
437	122	en_UK.csv	mechanic	/mɪkˈænɪk/	['m', 'ɪ', 'k', 'æ', 'n', 'ɪ', 'k']	mikanik	mechanic	mecánico
438	123	en_UK.csv	mickey	/mˈɪki/	['m', 'ɪ', 'k', 'i']	miki	mickey	mickey
439	124	en_UK.csv	mick	/mˈɪk/	['m', 'ɪ', 'k']	mik	mick	mick
440	125	en_UK.csv	mill	/mˈɪl/	['m', 'ɪ', 'l']	mil	mill	molino
441	126	en_UK.csv	mil	/mˈɪl/	['m', 'ɪ', 'l']	mil	mil	mil
442	127	en_UK.csv	mimic	/mˈɪmɪk/	['m', 'ɪ', 'm', 'ɪ', 'k']	mimik	mimic	imitar
443	128	en_UK.csv	mim	/mˈɪm/	['m', 'ɪ', 'm']	mim	mim	mim
444	129	en_UK.csv	minicam	/mˈɪnɪkˌæm/	['m', 'ɪ', 'n', 'ɪ', 'k', 'æ', 'm']	minikam	minicam	minicámara
445	130	en_UK.csv	minim	/mˈɪnɪm/	['m', 'ɪ', 'n', 'ɪ', 'm']	minim	minim	blanca
446	131	en_UK.csv	mini	/mˈɪni/	['m', 'ɪ', 'n', 'i']	mini	mini	mini
447	132	en_UK.csv	missis	/mˈɪsɪs/	['m', 'ɪ', 's', 'ɪ', 's']	misis	missis	señora
448	133	en_UK.csv	miss	/mˈɪs/	['m', 'ɪ', 's']	mis	miss	extrañar
449	134	en_UK.csv	missy	/mˈɪsi/	['m', 'ɪ', 's', 'i']	misi	missy	señorita
450	135	en_UK.csv	mythic	/mˈɪθɪk/	['m', 'ɪ', 'θ', 'ɪ', 'k']	mithik	mythic	mítico
451	136	en_UK.csv	myth	/mˈɪθ/	['m', 'ɪ', 'θ']	mith	myth	mito
452	138	en_UK.csv	nanny	/nˈæni/	['n', 'æ', 'n', 'i']	nani	nanny	niñera
453	139	en_UK.csv	nap	/nˈæp/	['n', 'æ', 'p']	nap	nap	siesta
