ordinal	fil	filename	word	tokenised	qichwa	english	spanish
4	ara	ara_arab_broad.tsv	ثقل	['θ', 'a', 'q', 'u', 'l', 'a']	thaqula	weight	peso
5	ara	ara_arab_broad.tsv	ثكل	['θ', 'a', 'k', 'i', 'l', 'a']	thakila	bereave	privar
6	ara	ara_arab_broad.tsv	ثمن	['t', 'a', 'm', 'a', 'n']	taman	price	precio
7	ara	ara_arab_broad.tsv	ثمن	['t', 'u', 'm', 'u', 'n']	tumun	price	precio
8	ara	ara_arab_broad.tsv	ثمن	['θ', 'a', 'm', 'a', 'n']	thaman	price	precio
9	ara	ara_arab_broad.tsv	ثمن	['θ', 'u', 'm', 'u', 'n']	thumun	price	precio
10	ara	ara_arab_broad.tsv	خشن	['x', 'a', 'ʃ', 'i', 'n']	kashin	rough	bruto
11	ara	ara_arab_broad.tsv	خشي	['x', 'a', 'ʃ', 'i', 'j', 'a']	kashiya	afraid	asustado
12	ara	ara_arab_broad.tsv	خلق	['x', 'a', 'l', 'a', 'q', 'a']	kalaqa	Create	Crear
13	ara	ara_arab_broad.tsv	خنق	['x', 'a', 'n', 'a', 'q', 'a']	kanaqa	throttle	acelerador
14	ara	ara_arab_broad.tsv	خوي	['x', 'a', 'w', 'i', 'j', 'a']	kawiya	my brother	mi hermano
15	ara	ara_arab_broad.tsv	سقم	['s', 'a', 'q', 'a', 'm']	saqam	sickness	enfermedad
16	ara	ara_arab_broad.tsv	سكن	['s', 'a', 'k', 'a', 'n']	sakan	housing	alojamiento
17	ara	ara_arab_broad.tsv	سكن	['s', 'a', 'k', 'a', 'n', 'a']	sakana	housing	alojamiento
18	ara	ara_arab_broad.tsv	سمك	['s', 'a', 'm', 'a', 'k']	samak	fish	pez
19	ara	ara_arab_broad.tsv	سمكة	['s', 'a', 'm', 'a', 'k', 'a']	samaka	Fish	Pez
20	ara	ara_arab_broad.tsv	سمن	['s', 'a', 'm', 'i', 'n', 'a']	samina	Ghee	ghee
21	ara	ara_arab_broad.tsv	سمن	['s', 'i', 'm', 'a', 'n']	siman	Ghee	ghee
22	ara	ara_arab_broad.tsv	سنة	['s', 'i', 'n', 'a']	sina	year	año
23	ara	ara_arab_broad.tsv	سهل	['s', 'a', 'h', 'u', 'l', 'a']	sahula	easy	fácil
24	ara	ara_arab_broad.tsv	سوس	['s', 'a', 'w', 'i', 's', 'a']	sawisa	mite	Pizca
25	ara	ara_arab_broad.tsv	شتم	['ʃ', 'a', 't', 'a', 'm', 'a']	shatama	swearing	jurando
26	ara	ara_arab_broad.tsv	شمس	['ʃ', 'a', 'm', 'a', 's']	shamas	sun	sol
27	ara	ara_arab_broad.tsv	شمس	['ʃ', 'a', 'm', 'a', 's', 'a']	shamasa	sun	sol
28	ara	ara_arab_broad.tsv	شمس	['ʃ', 'a', 'm', 'i', 's', 'a']	shamisa	sun	sol
29	ara	ara_arab_broad.tsv	شهق	['ʃ', 'a', 'h', 'a', 'q', 'a']	shahaqa	sob	sollozo
30	ara	ara_arab_broad.tsv	شهل	['ʃ', 'a', 'h', 'i', 'l', 'a']	shahila	Shahl	Shahl
31	ara	ara_arab_broad.tsv	غسق	['ɣ', 'a', 's', 'a', 'q']	kasaq	twilight	crepúsculo
32	ara	ara_arab_broad.tsv	غسل	['ɣ', 'a', 's', 'a', 'l', 'a']	kasala	wash	lavar
33	ara	ara_arab_broad.tsv	قام	['q', 'o', 'm']	qum	got up	se levantó
34	ara	ara_arab_broad.tsv	قتل	['q', 'a', 't', 'a', 'l', 'a']	qatala	killing	asesinato
35	ara	ara_arab_broad.tsv	قسم	['q', 'a', 's', 'a', 'm', 'a']	qasama	to divide	para dividir
36	ara	ara_arab_broad.tsv	قسم	['q', 'i', 's', 'a', 'm']	qisam	to divide	para dividir
37	ara	ara_arab_broad.tsv	قلم	['q', 'a', 'l', 'a', 'm']	qalam	pencil	lápiz
38	ara	ara_arab_broad.tsv	قلم	['q', 'a', 'l', 'a', 'm', 'a']	qalama	pencil	lápiz
39	ara	ara_arab_broad.tsv	قوس	['q', 'a', 'w', 'i', 's', 'a']	qawisa	Arch	Arco
40	ara	ara_arab_broad.tsv	قوي	['q', 'a', 'w', 'i', 'j', 'a']	qawiya	strong	fuerte
41	ara	ara_arab_broad.tsv	كل	['k', 'u', 'l']	kul	all	todo
42	ara	ara_arab_broad.tsv	كلك	['k', 'a', 'l', 'a', 'k']	kalak	All of you	Todos ustedes
43	ara	ara_arab_broad.tsv	كلمة	['k', 'a', 'l', 'i', 'm', 'a']	kalima	word	palabra
44	ara	ara_arab_broad.tsv	كم	['k', 'a', 'm']	kam	how much	cuánto
45	ara	ara_arab_broad.tsv	كم	['k', 'u', 'm']	kum	how much	cuánto
46	ara	ara_arab_broad.tsv	ل	['l', 'a']	la	to	a
47	ara	ara_arab_broad.tsv	ل	['l', 'i']	li	to	a
48	ara	ara_arab_broad.tsv	لثة	['l', 'i', 'θ', 'a']	litha	gum	chicle
49	ara	ara_arab_broad.tsv	لثم	['l', 'a', 'θ', 'a', 'm', 'a']	lathama	then	entonces
50	ara	ara_arab_broad.tsv	لغة	['l', 'u', 'ɣ', 'a']	luka	language	idioma
51	ara	ara_arab_broad.tsv	لكم	['l', 'a', 'k', 'a', 'm', 'a']	lakama	to you	A usted
52	ara	ara_arab_broad.tsv	لم	['l', 'a', 'm']	lam	did not	No
53	ara	ara_arab_broad.tsv	لم	['l', 'i', 'm', 'a']	lima	did not	No
54	ara	ara_arab_broad.tsv	لم	['l', 'u', 'm']	lum	did not	No
55	ara	ara_arab_broad.tsv	لن	['l', 'a', 'n']	lan	won't	no
56	ara	ara_arab_broad.tsv	لهث	['l', 'a', 'h', 'i', 'θ', 'a']	lahitha	wheeze	jadear
57	ara	ara_arab_broad.tsv	لهي	['l', 'a', 'h', 'i', 'j', 'a']	lahiya	beguile	engañar
58	ara	ara_arab_broad.tsv	لو	['l', 'a', 'w']	law	if	si
59	ara	ara_arab_broad.tsv	ليس	['l', 'a', 'j', 'i', 's', 'a']	layisa	not	no
60	ara	ara_arab_broad.tsv	مثل	['m', 'a', 'θ', 'a', 'l']	mathal	like	como
61	ara	ara_arab_broad.tsv	مثل	['m', 'a', 'θ', 'a', 'l', 'a']	mathala	like	como
62	ara	ara_arab_broad.tsv	مثل	['m', 'u', 'θ', 'u', 'l']	muthul	like	como
63	ara	ara_arab_broad.tsv	مثلا	['m', 'a', 'θ', 'a', 'l', 'a', 'n']	mathalan	for example	Por ejemplo
64	ara	ara_arab_broad.tsv	مسخ	['m', 'a', 's', 'a', 'x', 'a']	masaka	monster	monstruo
65	ara	ara_arab_broad.tsv	مكث	['m', 'a', 'k', 'a', 'θ', 'a']	makatha	Stay	Permanecer
66	ara	ara_arab_broad.tsv	مكن	['m', 'a', 'k', 'u', 'n', 'a']	makuna	enabled	activado
67	ara	ara_arab_broad.tsv	ملاك	['m', 'a', 'l', 'a', 'k']	malak	angel	ángel
68	ara	ara_arab_broad.tsv	ملك	['m', 'a', 'l', 'a', 'k']	malak	king	rey
69	ara	ara_arab_broad.tsv	ملك	['m', 'a', 'l', 'a', 'k', 'a']	malaka	king	rey
70	ara	ara_arab_broad.tsv	ملك	['m', 'a', 'l', 'i', 'k']	malik	king	rey
71	ara	ara_arab_broad.tsv	ملكة	['m', 'a', 'l', 'i', 'k', 'a']	malika	queen	reina
72	ara	ara_arab_broad.tsv	من	['m', 'a', 'n']	man	from	de
73	ara	ara_arab_broad.tsv	من	['m', 'i', 'n']	min	from	de
74	ara	ara_arab_broad.tsv	نخل	['n', 'a', 'x', 'a', 'l', 'a']	nakala	sift	tamizar
75	ara	ara_arab_broad.tsv	نسخ	['n', 'a', 's', 'a', 'x', 'a']	nasaka	copies	copias
76	ara	ara_arab_broad.tsv	نسمة	['n', 'a', 's', 'a', 'm', 'a']	nasama	breeze	brisa
77	ara	ara_arab_broad.tsv	نشل	['n', 'a', 'ʃ', 'a', 'l']	nashal	twitch	contracción nerviosa
78	ara	ara_arab_broad.tsv	نق	['n', 'a', 'q', 'i']	naqi	nq	n q
79	ara	ara_arab_broad.tsv	نهق	['n', 'a', 'h', 'a', 'q', 'a']	nahaqa	bray	rebuznar
80	ara	ara_arab_broad.tsv	هتك	['h', 'a', 't', 'a', 'k', 'a']	hataka	htc	htc
81	ara	ara_arab_broad.tsv	هل	['h', 'a', 'l']	hal	Do	Hacer
82	ara	ara_arab_broad.tsv	هللة	['h', 'a', 'l', 'a', 'l', 'a']	halala	Halalah	halalah
83	ara	ara_arab_broad.tsv	هم	['h', 'i', 'm']	him	they	ellos
84	ara	ara_arab_broad.tsv	هم	['h', 'u', 'm']	hum	they	ellos
85	ara	ara_arab_broad.tsv	همس	['h', 'a', 'm', 'a', 's', 'a']	hamasa	to whisper	susurrar
86	ara	ara_arab_broad.tsv	هن	['h', 'a', 'n']	han	They	Ellas son
87	ara	ara_arab_broad.tsv	هن	['h', 'i', 'n']	hin	They	Ellas son
88	ara	ara_arab_broad.tsv	هو	['h', 'u', 'w', 'a']	huwa	he	El
89	ara	ara_arab_broad.tsv	هو	['w', 'a', 'h', 'u', 'w', 'a']	wahuwa	he	El
90	ara	ara_arab_broad.tsv	هي	['h', 'i', 'j', 'a']	hiya	she	ella
91	ara	ara_arab_broad.tsv	و	['w', 'a']	wa	And	Y
92	ara	ara_arab_broad.tsv	و	['w', 'ɪ']	wi	And	Y
93	ara	ara_arab_broad.tsv	وثق	['w', 'a', 'θ', 'i', 'q', 'a']	wathiqa	document	documento
94	ara	ara_arab_broad.tsv	وثق	['w', 'a', 'θ', 'u', 'q', 'a']	wathuqa	document	documento
95	ara	ara_arab_broad.tsv	وسخ	['w', 'a', 's', 'a', 'x']	wasak	filth	inmundicia
96	ara	ara_arab_broad.tsv	وسخ	['w', 'a', 's', 'i', 'x']	wasik	filth	inmundicia
97	ara	ara_arab_broad.tsv	وشك	['w', 'a', 'ʃ', 'a', 'k', 'a']	washaka	about	acerca de
98	ara	ara_arab_broad.tsv	وغل	['w', 'a', 'ɣ', 'a', 'l', 'a']	wakala	bug	bicho
99	ara	ara_arab_broad.tsv	ولو	['w', 'a', 'l', 'a', 'w']	walaw	Even if	Incluso si
1	arc	arc_hebr_broad.tsv	הו	['h', 'u']	hu		
2	arc	arc_hebr_broad.tsv	הי	['h', 'i']	hi		
3	arc	arc_hebr_broad.tsv	וי	['w', 'ɑ', 'j']	way		
4	arc	arc_hebr_broad.tsv	יון	['j', 'æ', 'w', 'a', 'n']	yawan		
5	arc	arc_hebr_broad.tsv	כא	['k', 'ɑ']	ka		
6	arc	arc_hebr_broad.tsv	כי	['k', 'a', 'j']	kay		
7	arc	arc_hebr_broad.tsv	כל	['k', 'u', 'l']	kul		
8	arc	arc_hebr_broad.tsv	כפא	['k', 'a', 'p', 'ɑ']	kapa		
9	arc	arc_hebr_broad.tsv	מנא	['m', 'ɑ', 'n', 'ɑ']	mana		
10	arc	arc_hebr_broad.tsv	מתא	['m', 'ɑ', 't', 'ɑ']	mata		
11	arc	arc_hebr_broad.tsv	מתי	['m', 'a', 't', 'a', 'j']	matay		
12	arc	arc_hebr_broad.tsv	סיפא	['s', 'i', 'p', 'ɑ']	sipa		
13	arc	arc_hebr_broad.tsv	פאתא	['p', 'ɑ', 't', 'ɑ']	pata		
14	arc	arc_hebr_broad.tsv	תותא	['t', 'u', 't', 'ɑ']	tuta		
15	arc	arc_hebr_broad.tsv	תמן	['t', 'a', 'm', 'ɑ', 'n']	taman		
1	ary	ary_arab_broad.tsv	تقة	['t', 'i', 'q', 'a']	tiqa		
2	ary	ary_arab_broad.tsv	ثمن	['t', 'a', 'm', 'a', 'n']	taman		
3	ary	ary_arab_broad.tsv	ثمن	['t', 'u', 'm', 'u', 'n']	tumun		
4	ary	ary_arab_broad.tsv	خمس	['x', 'u', 'm', 'u', 's']	kumus		
5	ary	ary_arab_broad.tsv	سنة	['s', 'a', 'n', 'a']	sana		
6	ary	ary_arab_broad.tsv	غ	['ɣ', 'a']	ka		
7	ary	ary_arab_broad.tsv	قلم	['q', 'a', 'l', 'a', 'm']	qalam		
8	ary	ary_arab_broad.tsv	ولا	['w', 'a', 'l', 'a']	wala		
9	ary	ary_arab_broad.tsv	ولكن	['w', 'a', 'l', 'a', 'k', 'i', 'n']	walakin		
1	arz	arz_arab_broad.tsv	مش	['m', 'i', 'ʃ']	mish		
2	arz	arz_arab_broad.tsv	مش	['m', 'u', 'ʃ']	mush		
3	arz	arz_arab_broad.tsv	يا	['j', 'a']	ya		
1	asm	asm_beng_broad.tsv	আক	['a', 'q']	aq	Let's go	Vamos
2	asm	asm_beng_broad.tsv	আকাশ	['a', 'k', 'a', 'x']	akak	sky	cielo
3	asm	asm_beng_broad.tsv	আকো	['a', 'q', 'ɔ']	aqu	Ako	Ako
4	asm	asm_beng_broad.tsv	আখি	['a', 'kʰ', 'i']	akhi	The eyes	Los ojos
5	asm	asm_beng_broad.tsv	আটা	['a', 't', 'a']	ata	Flour	Harina
6	asm	asm_beng_broad.tsv	আটিল	['a', 't', 'i', 'l']	atil	Atil	Atil
7	asm	asm_beng_broad.tsv	আঠা	['a', 'tʰ', 'a']	atha	glue	pegamento
8	asm	asm_beng_broad.tsv	আঠাশী	['a', 'tʰ', 'a', 'x', 'i']	athaki	Eighty-eight	Ochenta y ocho
9	asm	asm_beng_broad.tsv	আন	['a', 'n']	an	Others	Otros
10	asm	asm_beng_broad.tsv	আনা	['a', 'n', 'a']	ana	Bring it on	Dale
11	asm	asm_beng_broad.tsv	আপা	['a', 'p', 'a']	apa	Apa	apá
12	asm	asm_beng_broad.tsv	আপুনি	['a', 'p', 'u', 'n', 'i']	apuni	you	tú
13	asm	asm_beng_broad.tsv	আপোন	['a', 'p', 'ʊ', 'n']	apun	Your own	Tu propio
14	asm	asm_beng_broad.tsv	আপোনাক	['a', 'p', 'ʊ', 'n', 'a', 'k']	apunak	You	Tú
15	asm	asm_beng_broad.tsv	আপোনালোক	['a', 'p', 'ʊ', 'n', 'a', 'l', 'ʊ', 'k']	apunaluk	You guys	Ustedes
16	asm	asm_beng_broad.tsv	আম	['a', 'm']	am	Mangoes	Mangos
17	asm	asm_beng_broad.tsv	আমি	['a', 'm', 'i']	ami	we	nosotros
18	asm	asm_beng_broad.tsv	আয়	['a', 'j']	ay	Income	Ingreso
19	asm	asm_beng_broad.tsv	আল	['a', 'l']	al	Al	Alabama
20	asm	asm_beng_broad.tsv	আলি	['a', 'l', 'i']	ali	Ali	Ali
21	asm	asm_beng_broad.tsv	আলু	['a', 'l', 'u']	alu	potato	papa
22	asm	asm_beng_broad.tsv	আশী	['a', 'x', 'i']	aki	eighty	ochenta
23	asm	asm_beng_broad.tsv	ইমান	['i', 'm', 'a', 'n']	iman	That's all	Eso es todo
24	asm	asm_beng_broad.tsv	ইলাচি	['i', 'l', 'a', 's', 'i']	ilasi	Cardamom	Cardamomo
25	asm	asm_beng_broad.tsv	ইলিছ	['i', 'l', 'i', 's']	ilis	Eels	anguilas
26	asm	asm_beng_broad.tsv	উকিল	['u', 'k', 'i', 'l']	ukil	The lawyer	El abogado
27	asm	asm_beng_broad.tsv	উফি	['u', 'pʰ', 'i']	uphi	Dandruff	Caspa
28	asm	asm_beng_broad.tsv	উম	['u', 'm']	um	Um	Mmm
29	asm	asm_beng_broad.tsv	উমা	['u', 'm', 'a']	uma	Uma	uma
30	asm	asm_beng_broad.tsv	উলুপী	['u', 'l', 'u', 'p', 'i']	ulupi	Ulupy	Ulupy
31	asm	asm_beng_broad.tsv	উলূ	['u', 'l', 'u']	ulu	Owl	Búho
32	asm	asm_beng_broad.tsv	ঌ	['l', 'i']	li	ঌ	ঌ
33	asm	asm_beng_broad.tsv	ওঁ	['ʊ', 'm']	um	Oh	Oh
34	asm	asm_beng_broad.tsv	ওটা	['ʊ', 't', 'a']	uta	Ota	ota
35	asm	asm_beng_broad.tsv	ওলা	['ʊ', 'l', 'a']	ula	Ola	Ola
36	asm	asm_beng_broad.tsv	ওলোটা	['ʊ', 'l', 'ʊ', 't', 'a']	uluta	The opposite	Lo contrario
37	asm	asm_beng_broad.tsv	ওলোমা	['ʊ', 'l', 'ʊ', 'm', 'a']	uluma	Hanging	Colgante
38	asm	asm_beng_broad.tsv	কাচি	['k', 'a', 's', 'i']	kasi	Scissors	Tijeras
39	asm	asm_beng_broad.tsv	কাছু	['k', 'a', 's', 'u']	kasu	Kasu	Kasu
40	asm	asm_beng_broad.tsv	কাটা	['k', 'a', 't', 'a']	kata	cut	cortar
41	asm	asm_beng_broad.tsv	কাণ	['k', 'a', 'n']	kan	ear	oreja
42	asm	asm_beng_broad.tsv	কানি	['k', 'a', 'n', 'i']	kani	Kani	kaní
43	asm	asm_beng_broad.tsv	কানু	['k', 'a', 'n', 'u']	kanu	Kanu	Kanu
44	asm	asm_beng_broad.tsv	কান্দ	['k', 'a', 'n']	kan	Crying	Llanto
45	asm	asm_beng_broad.tsv	কাপুৰ	['k', 'a', 'p', 'u', 'ɾ']	kapur	Kapoor	Kapoor
46	asm	asm_beng_broad.tsv	কাপুৰ	['q', 'a', 'p', 'u', 'ɾ']	qapur	Kapoor	Kapoor
47	asm	asm_beng_broad.tsv	কামি	['k', 'a', 'm', 'i']	kami	Kami	kami
48	asm	asm_beng_broad.tsv	কাষ	['k', 'a', 'x']	kak	Side	Lado
49	asm	asm_beng_broad.tsv	কি	['k', 'i']	ki	what	qué
50	asm	asm_beng_broad.tsv	কিছু	['k', 'i', 's', 'u']	kisu	Something	Algo
51	asm	asm_beng_broad.tsv	কিছুমান	['k', 'i', 's', 'u', 'm', 'a', 'n']	kisuman	some	alguno
52	asm	asm_beng_broad.tsv	কিতাপ	['k', 'i', 't', 'a', 'p']	kitap	book	libro
53	asm	asm_beng_broad.tsv	কিন	['k', 'i', 'n']	kin	Buy it	Cómpralo
54	asm	asm_beng_broad.tsv	কিনা	['k', 'i', 'n', 'a']	kina	Buy it	Cómpralo
55	asm	asm_beng_broad.tsv	কিমান	['k', 'i', 'm', 'a', 'n']	kiman	how much	cuánto
56	asm	asm_beng_broad.tsv	কিলাকুটি	['k', 'i', 'l', 'a', 'k', 'u', 't', 'i']	kilakuti	Kilakuti	Kilakuti
57	asm	asm_beng_broad.tsv	কিলিপ	['k', 'i', 'l', 'i', 'p']	kilip	Clip	Acortar
58	asm	asm_beng_broad.tsv	কুটা	['k', 'u', 't', 'a']	kuta	Kuta	Kutá
59	asm	asm_beng_broad.tsv	কুটুম	['k', 'u', 't', 'u', 'm']	kutum	Kutum	kutum
60	asm	asm_beng_broad.tsv	কুলা	['k', 'u', 'l', 'a']	kula	Kula	Kula
61	asm	asm_beng_broad.tsv	কোটি	['k', 'ʊ', 't', 'i']	kuti	crore	millones de rupias
62	asm	asm_beng_broad.tsv	কোন	['k', 'ʊ', 'n']	kun	who	OMS
63	asm	asm_beng_broad.tsv	কোলা	['k', 'ʊ', 'l', 'a']	kula	lap	regazo
64	asm	asm_beng_broad.tsv	ক‌’লা	['k', 'ʊ', 'l', 'a']	kula	art	arte
65	asm	asm_beng_broad.tsv	খা	['kʰ', 'a']	kha	Eat	Comer
66	asm	asm_beng_broad.tsv	খা	['x', 'a']	ka	Eat	Comer
67	asm	asm_beng_broad.tsv	খাটা	['kʰ', 'a', 't', 'a']	khata	Khata	Khata
68	asm	asm_beng_broad.tsv	খাল	['kʰ', 'a', 'l']	khal	The canal	El canal
69	asm	asm_beng_broad.tsv	খুটা	['kʰ', 'u', 't', 'a']	khuta	Poles	polacos
70	asm	asm_beng_broad.tsv	খুটি	['kʰ', 'u', 't', 'i']	khuti	The pole	El polo
71	asm	asm_beng_broad.tsv	খুন্দ	['kʰ', 'u', 'n']	khun	Crush	Aplastar
72	asm	asm_beng_broad.tsv	খুন্দ	['x', 'u', 'n']	kun	Crush	Aplastar
73	asm	asm_beng_broad.tsv	খুল	['kʰ', 'u', 'l']	khul	Open it	Abrelo
74	asm	asm_beng_broad.tsv	খোলা	['kʰ', 'ʊ', 'l', 'a']	khula	open	abierto
75	asm	asm_beng_broad.tsv	চা	['s', 'a']	sa	Cha	Té
76	asm	asm_beng_broad.tsv	চাক	['s', 'a', 'k']	sak	Chak	Chak
77	asm	asm_beng_broad.tsv	চাকা	['s', 'a', 'k', 'a']	saka	The wheel	La rueda
78	asm	asm_beng_broad.tsv	চান	['s', 'a', 'n']	san	Chan	Chan
79	asm	asm_beng_broad.tsv	চান্দ	['s', 'a', 'n']	san	Chand	Chand
80	asm	asm_beng_broad.tsv	চাম	['s', 'a', 'm']	sam	I'll see	voy a ver
81	asm	asm_beng_broad.tsv	চালা	['s', 'a', 'l', 'a']	sala	Chala	chala
82	asm	asm_beng_broad.tsv	চিকা	['s', 'i', 'k', 'a']	sika	rat	rata
83	asm	asm_beng_broad.tsv	চিকুটা	['s', 'i', 'k', 'u', 't', 'a']	sikuta	Chikuta	Chikutá
84	asm	asm_beng_broad.tsv	চিঠি	['s', 'i', 'tʰ', 'i']	sithi	letter	carta
85	asm	asm_beng_broad.tsv	চিন	['s', 'i', 'n']	sin	Signs	Señales
86	asm	asm_beng_broad.tsv	চিনা	['s', 'i', 'n', 'a']	sina	China	Porcelana
87	asm	asm_beng_broad.tsv	চিনাকি	['s', 'i', 'n', 'a', 'k', 'i']	sinaki	familiar	familiar
88	asm	asm_beng_broad.tsv	চিনাকী	['s', 'i', 'n', 'a', 'k', 'i']	sinaki	Familiarity	Familiaridad
89	asm	asm_beng_broad.tsv	চিপ	['s', 'i', 'p']	sip	Chip	Chip
90	asm	asm_beng_broad.tsv	চু	['s', 'u']	su	Chu	Chu
91	asm	asm_beng_broad.tsv	চুটি	['s', 'u', 't', 'i']	suti	short	corto
92	asm	asm_beng_broad.tsv	চুলা	['s', 'u', 'l', 'a']	sula	The stove	La estufa
93	asm	asm_beng_broad.tsv	চূণ	['s', 'u', 'n']	sun	Lime	Cal
94	asm	asm_beng_broad.tsv	চোতাল	['s', 'ʊ', 't', 'a', 'l']	sutal	The courtyard	El patio
95	asm	asm_beng_broad.tsv	চোফা	['s', 'ʊ', 'pʰ', 'a']	supha	Sofa	Sofá
96	asm	asm_beng_broad.tsv	চোফা	['s', 'ʊ', 'ɸ', 'a']	supa	Sofa	Sofá
97	asm	asm_beng_broad.tsv	চোলা	['s', 'ʊ', 'l', 'a']	sula	Chola	Chola
98	asm	asm_beng_broad.tsv	ছাতি	['s', 'a', 't', 'i']	sati	umbrella	paraguas
99	asm	asm_beng_broad.tsv	ছানা	['s', 'a', 'n', 'a']	sana	Sana	sana
100	asm	asm_beng_broad.tsv	ছাল	['s', 'a', 'l']	sal	skin	piel
101	asm	asm_beng_broad.tsv	ছাৱ	['s', 'a', 'w']	saw	Shaw	Shaw
102	asm	asm_beng_broad.tsv	ছাৱা	['s', 'a', 'w', 'a']	sawa	Shadow	Sombra
103	asm	asm_beng_broad.tsv	ছিটা	['s', 'i', 't', 'a']	sita	Vaccine	Vacuna
104	asm	asm_beng_broad.tsv	ছিটিকা	['s', 'i', 't', 'i', 'k', 'a']	sitika	Sprinkle	Espolvorear
105	asm	asm_beng_broad.tsv	ছিপ	['s', 'i', 'p']	sip	Chip	Chip
106	asm	asm_beng_broad.tsv	ছু	['s', 'u']	su	Sue	demandar
107	asm	asm_beng_broad.tsv	ছো	['s', 'ʊ']	su	So	Entonces
108	asm	asm_beng_broad.tsv	টাকা	['t', 'a', 'k', 'a']	taka	Taka	Taka
109	asm	asm_beng_broad.tsv	টাকা	['t', 'a', 'q', 'a']	taqa	Taka	Taka
110	asm	asm_beng_broad.tsv	টানা	['t', 'a', 'n', 'a']	tana	Pull	Jalar
111	asm	asm_beng_broad.tsv	টালিটোপোলা	['t', 'a', 'l', 'i', 't', 'ʊ', 'p', 'ʊ', 'l', 'a']	talitupula	Talitopola	Talitopola
112	asm	asm_beng_broad.tsv	টিকা	['t', 'i', 'k', 'a']	tika	The vaccine	la vacuna
113	asm	asm_beng_broad.tsv	টিপা	['t', 'i', 'p', 'a']	tipa	Press the button	presiona el botón
114	asm	asm_beng_broad.tsv	টিলা	['t', 'i', 'l', 'a']	tila	The hill	La colina
115	asm	asm_beng_broad.tsv	টুপী	['t', 'u', 'p', 'i']	tupi	The hat	El sombrero
116	asm	asm_beng_broad.tsv	টুল	['t', 'u', 'l']	tul	Tool	Herramienta
117	asm	asm_beng_broad.tsv	টোকা	['t', 'ʊ', 'k', 'a']	tuka	note	nota
118	asm	asm_beng_broad.tsv	টোপাল	['t', 'ʊ', 'p', 'a', 'l']	tupal	drop	gota
119	asm	asm_beng_broad.tsv	টোপোলা	['t', 'ʊ', 'p', 'ʊ', 'l', 'a']	tupula	The package	El paquete
120	asm	asm_beng_broad.tsv	ঠান	['tʰ', 'a', 'n']	than	Place	Lugar
121	asm	asm_beng_broad.tsv	ঠানি	['tʰ', 'a', 'n', 'i']	thani	Thani	Que yo
122	asm	asm_beng_broad.tsv	ঠাল	['tʰ', 'a', 'l']	thal	The stem	El tallo
123	asm	asm_beng_broad.tsv	ঠালি	['tʰ', 'a', 'l', 'i']	thali	Thali	Thali
124	asm	asm_beng_broad.tsv	ঠিলা	['tʰ', 'i', 'l', 'a']	thila	Thila	tila
125	asm	asm_beng_broad.tsv	তাপ	['t', 'a', 'p']	tap	heat	calor
126	asm	asm_beng_broad.tsv	তামাম	['t', 'a', 'm', 'a', 'm']	tamam	Tamam	Tamam
127	asm	asm_beng_broad.tsv	তামোল	['t', 'a', 'm', 'ʊ', 'l']	tamul	Coconut	Coco
128	asm	asm_beng_broad.tsv	তাল	['t', 'a', 'l']	tal	rhythm	ritmo
129	asm	asm_beng_broad.tsv	তিতা	['t', 'i', 't', 'a']	tita	bitter	amargo
130	asm	asm_beng_broad.tsv	তিনি	['t', 'i', 'n', 'i']	tini	three	tres
131	asm	asm_beng_broad.tsv	তিমি	['t', 'i', 'm', 'i']	timi	Whales	ballenas
132	asm	asm_beng_broad.tsv	তিল	['t', 'i', 'l']	til	mole	lunar
133	asm	asm_beng_broad.tsv	তুমি	['t', 'u', 'm', 'i']	tumi	You're the one	Tu eres el indicado
134	asm	asm_beng_broad.tsv	তুলা	['t', 'u', 'l', 'a']	tula	Cotton	Algodón
135	asm	asm_beng_broad.tsv	তুলি	['t', 'u', 'l', 'i']	tuli	Tuli	Tuli
136	asm	asm_beng_broad.tsv	তুলী	['t', 'u', 'l', 'i']	tuli	Tuli	Tuli
137	asm	asm_beng_broad.tsv	তূলী	['t', 'u', 'l', 'i']	tuli	Tuli	Tuli
138	asm	asm_beng_broad.tsv	তোপ	['t', 'ʊ', 'p']	tup	Cannon	Cañón
139	asm	asm_beng_broad.tsv	তোমালোক	['t', 'ʊ', 'm', 'a', 'l', 'ʊ', 'k']	tumaluk	You guys	Ustedes
140	asm	asm_beng_broad.tsv	তোমোলাক	['t', 'ʊ', 'm', 'ʊ', 'l', 'a', 'k']	tumulak	You guys	Ustedes
141	asm	asm_beng_broad.tsv	তোলা	['t', 'ʊ', 'l', 'a']	tula	Tola	Tola
142	asm	asm_beng_broad.tsv	থাক	['tʰ', 'a', 'k']	thak	Stay	Permanecer
143	asm	asm_beng_broad.tsv	থাকা	['tʰ', 'a', 'k', 'a']	thaka	Stay	Permanecer
144	asm	asm_beng_broad.tsv	থান	['tʰ', 'a', 'n']	than	Than	Que
145	asm	asm_beng_broad.tsv	থাপ	['tʰ', 'a', 'p']	thap	Slap	Bofetada
146	asm	asm_beng_broad.tsv	থাপা	['tʰ', 'a', 'p', 'a']	thapa	Thapa	tapa
147	asm	asm_beng_broad.tsv	থাম	['tʰ', 'a', 'm']	tham	Stop	Detener
148	asm	asm_beng_broad.tsv	থাল	['tʰ', 'a', 'l']	thal	The plate	El plato
